1, "How Much I Know About Space I had just gone to Chobot Space and Science Center. When I got there, I didn't even know one planet in our solar system. Soon I learned all eight planets in our solar system. I learned what the first rocket ship looked like. I learned how to land a rocket ship. I had two lessons. The lessons were fun. My favorite class was space class."
1, "My Favorite Pet My cat is fluffy. His name is Buzz. He is my favorite cat. Buzz is my favorite pet of all. I hug him all the time. He is soft, and his cheeks are fat like my brother's. I feel happy with my cat."
1, "Sweet Spring Spring is sweet because we can go boat riding, and bees come and take honey out of the flowers. I feel good because it is very, very, very hot outside, and I can go on the swings. The best part of spring is that my family can go to the beach."
1, "A Happy Day One day baby Josh came home. He was in a yellow blanket. My mom let me hold him. He was blowing bubbles. He didn't cry."
1, "My Trip to Mexico One time I went to Mexico. It was a blast! I met people there. I went horseback riding. I saw a box holding an armadillo. I went to a waterfall. I tried to catch a frog with one leg. I couldn't catch it. It was fun in Mexico."
1, "Happy Easter Once there was a hen. The hen was very lonely. Then she laid some eggs. They were not ordinary eggs. They were colorful. On Easter the chicks hatched. It was their birthday!  The hen was not lonely anymore."
1, "Leaf Person One morning, I turned into a leaf person. I went outside. A wind blew me away, far away. Another heavy, heavy wind blew me everywhere in the whole world. It never stopped! Then it blew me to outer space. I was floating in space. I went to Mars, but I saw nothing. I went back to Earth. I didn't know where I was, so I went on a rocket, back to space, to the  moon. When I landed there, there was nothing but crust, holes, and craters. Then there was another special wind. It was special because it blew from land to space. I was floating in space again!"
1, "Parrots Parrots are colorful. They have different colors like blue, red, black, orange, green, yellow, and white. Parrots live in cactuses, nests, and underground holes. Some parrots eat roots, and some eat nectar and seeds. They have different bills. Macaws (a kind of parrot) crack things open. Other parrots dig up roots and bulbs from the ground. There are different kinds of parrots, but they all lay eggs. Parrots are pretty birds."
2, "If I Were President If I were president, I'd be responsible. I'd look alert and run the United States like it should be run. I'd be honest. Then the people would trust me. I would be a good president because I have faith in the people of the United States."
2, "My Dad I was at the hospital when my dad was dying. My mom and my sister were there, too. Mom was lighting candles in my dad's room. My dad was going to have an operation. He said, I'm going to be in a better place. He said he loved me. My dad died after the operation. I don't know why my dad died. I was only five years old, but I still remember. I hope when your dad dies, you will always remember him, too. I miss my dad. His dogs miss him. My family misses him."
2, "The Horrible Day One morning I woke up and I was turned around on my bed. Then I fell off! I walked downstairs and I almost fell over my dog. Next I fell asleep in my cereal and my brother stole my toast! Then I had to walk to school because our car ran out of gas. I was late for school, and I got stuck outside in the rain! Guess what? I really didn't like this day at all."
2, "One Great Book I love the book McBungle Down Under by Brenda Parkes. My favorite part is when McBungle tried to get the koala in the gum tree. I like the book because it is so funny. I really like the end. It's great when they go to the pet shop and get a pet. If you like animals, you would like this book, too!"
2, "A Fable Once there was a bunny. He had a big problem. He didn't think he was special. He wanted to be someone different. He went for a walk. First he met a lion. The lion said, 'What are you doing, little rabbit? It is a lot of work watching my kingdom.' 'Well, then, I'll be on my way, said the little rabbit. He thought, 'I don't want to be a lion!' Then he met a turtle. The turtle said, 'What are you doing, little bunny? I have a long way to go and I'm really slow.' 'Well, then, I'll be off.' The last animal he saw was a mouse. The mouse said, 'I'm on the run from a cat.' 'Then I'll leave you alone,' said the little bunny. The bunny thought, 'I'm fine the way I am.' So the little bunny learned that he was fine the way he is."
2, "Ant Poem Ant Very Little Working quietly always Making houses, tunnels, roads Amazing!"
2, "The Missing Coin It was the day after St. Patrick's Day, and all the little leprechauns were settling down for a nap. But one leprechaun named Sly was wide awake. He had lost his magic coin! Meanwhile a little girl named Emma had found the leprechaun's magic coin. 'Hey, look at this!' she exclaimed to her mom. 'Wow,' said her mom, 'I think it's a real leprechaun coin. Without it the leprechaun can't get around very fast. You'd better go to the woods and try to find the leprechaun who lost it.' So the girl hurried off into the woods. A few minutes after the girl entered the woods, she saw a little leprechaun moving very slowly through a patch of three-leaf clovers. She said, 'Here's your coin back.' The leprechaun was very grateful. He gave the girl three wishes and set off, never to lose his coin again."
2, "Winter Words I see the snow glittering in the sky. I have goosebumps going down my spine. The beautiful smell of candles burning all night, the new smell of winter shining bright. Snow is on the ground. The magnificent winter in my hand. Icy lakes cracked by too much pressure, the glorious sight of winter."
2, "Horses Did you know horses can point their ears more than we can? Did you know that horses can groom one another? Horses can also see more than we can. They can see what is behind and what is in front of them. Some horses live in North America, South America, Europe, and Australia. Fifty-five million years ago horses were dog sized. Horses are black, brown, white, and spotted. Horses like to eat grass. Horses live on a farm and outside. Horses played a big role in the development of our country. They carried people west. They pulled covered wagons, firewagons, farmers' plows, and stagecoaches. They carried the mail. In the 1900s the horse was replaced by the car and the train. The largest horse is the Percheron. It is 21 hands high. The smallest horse is the Falabella. It is only 7 hands high. Horses usually have one baby a year. They live 25 to 35 years. I wish I could be like a horse because they know when they are in danger. They can see so well because their eyes are on the sides of their faces."
2, "Ladybugs Ladybugs are insects. Insects are bugs that have six legs. Ladybugs have all kinds of designs on their wings. They have dots, stripes, and other designs. In England ladybugs are called ladybirds. Ladybugs are harmless, but if you pick one up it will tickle you! Ladybugs are very helpful to farmers because they eat aphids. Aphids are tiny bugs that eat plants. Ladybugs' enemies are spiders and praying mantises. If you find a ladybug, don't smash it. Put it in some flowers nearby. If you like ladybugs as much as I do, then you should read The Grumpy Ladybug by Eric Carle. I love ladybugs!"
