7, "The Fight for Education    I ran as fast as I could. I could see my destination just ahead of me. Just a little further \, I kept saying to myself \, just a little further and I will have made it to the land of the free and the home of the brave \, the land of opportunity.  	Diego finally got to his destination. He had gotten to America without getting caught. Now he could get the education to become a mechanic.    	Like Diego \, many illegal immigrants come to America every day for a better life and a better education. Whether these illegal immigrants should get the education they came for is very controversial in today’s economy. Some Americans think that illegal immigrants shouldn’t be eligible for instate tuition \, but other Americans think that these illegal immigrants should be eligible for instate tuition. I am one who thinks that illegal immigrants should be eligible for instate tuition.  	One of the most important arguments is that illegal immigrants pay taxes. By buying goods in America they are paying sales taxes \, and in April most files and pay their [income] taxes. In fact \, illegals pay about nine billion dollars in [Social Security] taxes every year. Where do these taxes go? They go to lowering the cost of instate tuition \, making it so affordable today. So why shouldn’t the illegal immigrants be eligible for instate tuition when they are helping to lower the price of the tuition?  	Another important argument is one that our forefathers set forth to make a better nation. We hold these truths to be self-evident \, that all men are created equal…and hold unalienable rights \, among these are life \, liberty \, and the pursuit of happiness. If we are truly equal \, then illegal immigrants deserve the same rights as we do for instate tuition.  	However \, some Americans say that illegal immigrants don’t deserve instate tuition because they are sending money back to their home country and families. But we do not know how much money they are actually sending back \, and besides \, this helps spread the money around. It may even help a foreign country to get out of poverty. This could actually stop more illegal immigrants from coming to America because they would be stable enough from the money that is being sent to them so that they don’t need to look to the land of opportunity for a job.  In conclusion \, illegal immigrants should be eligible for instate tuition so \, like Diego \, they can follow their dreams. If you ever have to take a side on this issue \, I hope you will consider mine.    "
0, "I won’t use as much water."
0, "I am taking a bath. It is not all full. I am shutting off the water. I am filling the bucket up \, not too high."
0, "In a house \, the dogs want the cat. The cat wrecks the house. The dogs clean it up."
0, "A cat was trying to get into a store because there were jugs of milk. Two dogs came to help. Soon it opened. The cat ate all the milk."
0, "I like cats because they are better than dogs."
0, "Dogs are the best because they bark."
1, "I used to have a dog \, and I think a dog is best. A dog is best because it is cute \, it likes to play \, it is snuggly \, and it likes to chew bones. A dog is best because of these reasons."
5, "Recently our class read an article in the Time for Kids Magazine. The title was Too Much Homework!? and it was about how much homework kids are doing today. It said that 100 years ago \, kids never had any homework because they had to work on their farms or do chores for their families.  	But in the 1950’s \, American kids began to score really low on math and science tests. Other countries were doing better than we were. Teachers thought that since their students were getting low grades \, they should do some homework to practice and catch up to the rest of the world. Since then students have been getting more and more  homework and it doesn’t look like that is going to change. I think that students should have enough homework \, but still have time for fun. So \, students in third grade should start having  15 minutes a night and work up to a little over an hour by the sixth grade. One reason to have homework is kids can become more responsible. For example \, if someone usually forgets a due date \, he can practice remembering and using an assignment book to help him remember his homework. When kids grow up and get a job \, they will have deadlines to meet and homework is good practice for that.  Another reason to have homework is a kid can become faster at doing his work. If he needs to practice multiplication he can do that at home better than at school. Also \, some kids who have big projects or posters would rather work where it is quiet and they can concentrate better. Also \, long searches on the Internet are done at home easier than at school because you can be comfortable at home and you don’t have a schedule to keep.  These are the reasons why I think students in third grade should start having 15 minutes a night and work up to a little over an hour by the sixth grade. If you agree with what I have said you should write a letter to a School addressed to the Superintendent and Principal so she can show it to the School Board. Thank you for your support. "
5, "Roll of Thunder \, Hear My Cry by Mildred Taylor takes place in Mississippi in the 1930’s \, a time when segregation was present. Some of the characters in this story are: the Logans (Cassie \, Stacey \, Little Man \, Christopher John \, Mama \, and Papa) \, T.J. Avery \, and Mr. Morrison. In the book \, one of the characters \, Mr. Morrison says \, In those years I suppose it was just as hard being free as it was  being a slave. In this book response \, I am going to use examples from the book to help explain why I agree with that quote.    One of the examples to support the quote is Soldiers Bridge. Soldiers Bridge is  a bridge on which white men have power over black men. The bridge has only one lane for only one car. If two people with the same skin color meet at the bridge \, the person who reached the bridge first gets to go first. If a white and a black meet at the bridge \, the white automatically gets to go first \, always. This is true even if the black wagon/car is halfway across the bridge. The blacks would have to back off the bridge \, and allow the whites to cross! This makes them feel like slaves obligated to obey their masters’ commands.    Another example is Mama losing her job. Mama lost her job as a school teacher because Mr. Granger \, who is the school district manager (and who also wants the Logans’ land) claimed that Mama was teaching inappropriate information at the school \, and should not be teaching anymore. Mr. Granger is white \, and he feels strongly that whites are better than blacks. Mama was teaching about slavery and how black women/men were treated unfairly. He wanted a reason to fire her because without her paycheck \, the Logans would not have enough money to pay the taxes for their land \, and he might be able to get it.    Another example is the Jefferson School Bus (the white school’s bus) that drives past Cassie \, Stacey \, Christopher John \, and Little Man every morning as they walk to school. The driver and the children make fun of the Logans and laugh at them. If it has rained the night before \, the driver would speed up and splash mud at the Logans. The Logan children felt mad \, and humiliated \, but they could do nothing to stop the white bus driver from doing this. They were like slaves \, because they had no control over what was happening to them.    Yet another example to support Mr. Morrison’s idea \, is the Wallace store. The Wallace store is the local store where people shop (and which also sells alcoholic beverages). Most of the white men gather at the Wallace Store to drink \, smoke \, and play cards. If black skinned people were to enter the Wallace Store \, the drinkers and smokers would insult them by calling them names \, like nigger and they would make fun of them. The blacks would also always be served last. This is like Soldiers Bridge \, because even if a black person was already being waited on \, if a white person arrived \, Mr. Wallace would stop waiting on the black person \, and help the white person. This is definitely not fair.    My last example is the textbooks that the students are given in the black school. At first the black students were all excited about the new books \, but when Little Man accepts his book \, their point of view changes completely. The new textbooks are discards from a white school \, where they were used until they were in very bad condition. Little Man ( who is very meticulous) refused to use his book because it was old and dirty. Little Man’s teacher became mad and used the whip on him.    As you can see from the situations I have explained \, life for the Logans during this time was completely unfair. They were treated unfairly \, because their skin is black. The black skinned people in this story were treated with almost no respect from the white skinned people in this story. Although slavery had ended \, these people were still treated like slaves because the whites would order them around \, and they would have to obey \, or risk their lives.  "
6, "Dear Teachers \, Parents \, and School Board \, The children in my class have been talking about the proposal that some of you have made which is whether or not our school should participate in the national Shut Down Your Screen week. I don’t think that if we did that \, it would have a positive effect on the children in our school. There are a few reasons that we might want to participate but I weighed it out and I don’t think that we should participate. These are the reasons.    One reason that I don’t think that our school should participate in the national Shut Down Your Screen week is that when we can use computers \, we can get assignments done faster during the school day so that we can move on to other things. For example \, when you are given a task to type \, if you write it by hand \, it will take a much longer time then if we just decided to type it. If we are given an assignment that we have to do research on \, we can usually get a lot more useful information from the internet then even from a book sometimes. Also \, we will be able to move on to our next subject much faster because our research or typing will be finished.    Another reason that I don’t think we should shut down our screens for a week is because the Internet is the most reliable source for information. In the article Is Google Making Us Stupid it said the internet has the world’s best images \, writing and ideas. That means that it will have better \, more honest and reliable information than even a book. The internet lets us expand our range of thinking and see things in a different way from possibly someone else’s perspective. The internet’s information lets us think better and faster. Some people say that the internet is not helping us learn and not making us brilliant but I don’t believe that is the case. I’m only eleven years old and I have already learned things off the internet like how solar power works and how animals like dolphins survive so that is obviously a myth. Google and the internet gives us ready and free access to information on just about anything.    The last reason that I think that we shouldn’t participate is because overall \, calling \, emailing \, texting \, or video chatting is more efficient. It takes less time and we are in the twenty-first century. We live in a time when it is a very normal thing to call or text someone instead of writing to them or just going to visit them. It might seem overwhelming and people might say that it is making us stupid but I find it fun and interesting to explore. I don’t think that I could go a week without music or TV! I couldn’t do it! I know for certain people this might not be the route that they want to take and that is fine but this world is only going to get more tech-like \, it really is.    As you can see \, these are the reasons that I believe that we shouldn’t participate in the Shut Down Your Screen week.         Your friend \,  "
6, "Animals are Smart    Some people think that we are superior to animals but I think that animals are as smart as we are. Pets react to your moods and seem to know just when It’s dinner time! Some animals use tools \, communicate and think for their own.     If animals can use tools \, they must be smart. For instance \, a cow named Betty made a hook out of a piece of metal wire. That’s obviously pretty smart but she didn’t stop there.She then used the hook to get treats out of a glass tube. I think this is smart because Betty figured out how to make a tool to get something she wanted. Another smart animal who used a tool was Fu Manchu the Orangutan. Fu Manchu first traded Food for wire with another orangutan and then he hid it in his mouth until the right time. Then he used the wire as a tool to pick the lock on his cage and escape. I think this shows Fu Manchu was smart because he used a tool and he outsmarted humans by escaping from his cage.    Animals who communicate might be even smarter than animals who use tools. For instance one clever gorilla actually learned sign language! Not only that but she started making her own signs. This showed scientists that she was trying to communicate her thoughts \, which takes big brainpower. I think this is smart because when Koko made her own signs it showed that she wasn’t just memorizing signs \, she was thinking and making her own signs. Another smart animal who could understand communication was Betsy the dog. Betsy understands 340 spoken words! Not only that \, but when someone showed her a picture of something she had never seen before she would go and get the item. I think this is really smart because Betsy didn’t just memorize words she could recognize objects and fetch them. Betsy didn’t really communicate \, but I think she understood so much. It’s just as good.    For animals who don’t communicate or use tools there is another category: Animals that think on their own. For example \, the poison dart Frog. Aside from protecting themselves with poison \, they have AMAZING memories! The mothers hide their pollywogs in individual nests all over the jungle and had to remember where each one is and to come back every couple days to feed them! I think that is amazing how they think for their own because every pollywog (up to 35!) is in a different \, camoflauged spot and their mom can still remember where each and every one is. Another example of animals thinking on their own is Alex \, the African grey parrot. Alex can figure out alikeness and diference between two objects. For instance \, when scientists hold up two objects and ask what the difference is he will answer either shape or color \, depending on what it was. This is really smart because not only can Alex tell the difference he can tell what is the same about some objects. I’d say that is a pretty smart bird to be able to figure out what was the same and different in his mind \, but he also translated that out into words. I’d say these animals are really smart in thinking on their own.    I know that some of you may think that animals are not smart. Some of you may think that animals are not smart. Some of you may think that most of the animals I talked about were special \, that they were bred in a lab. But animals in natural life are smart too. For instance \, a girl in my class named Erin has a farm \, and every day her dad goes out at 2:30 AM to milk them. The cows line up at 2:25 am without being told. I think that this is smart because the cows know what time it is \, AND line up early without being told. I think this is really smart of the cows. Another real life example of smart animals is my friend Mandy’s Cockatoo. Now \, you all know Cockatoos repeat what is said. This Cockatoo \, However takes it a step farther. Instead of just saying things at random times \, she actually answers the door when the doorbell is rung. She dosn’t open the door \, but she does say things like Hello \, and Come in. I think this is smart because instead of just saying random words \, she responds with the right words at right time.    My goal of this essay was to convince you that animals were smart. You may have already known this and reading this essay was a waste of time to you. Or \, you might have thought animals were not smart and still think that. If that is the case I have failed in my essay. However If you have changed your mind and now think that animals are smart \, I have succeeded! I know that animals are smart \, especially ones that use tools \, communicate \, and think for their own.  "
7, "The Fight for Education    I ran as fast as I could. I could see my destination just ahead of me. Just a little further \, I kept saying to myself \, just a little further and I will have made it to the land of the free and the home of the brave \, the land of opportunity.    Diego finally got to his destination. He had gotten to America without getting caught. Now he could get the education to become a mechanic.      Like Diego \, many illegal immigrants come to America every day for a better life and a better education. Whether these illegal immigrants should get the education they came for is very controversial in today’s economy. Some Americans think that illegal immigrants shouldn’t be eligible for instate tuition \, but other Americans think that these illegal immigrants should be eligible for instate tuition. I am one who thinks that illegal immigrants should be eligible for instate tuition.    One of the most important arguments is that illegal immigrants pay taxes. By buying goods in America they are paying sales taxes \, and in April most files and pay their [income] taxes. In fact \, illegals pay about nine billion dollars in [Social Security] taxes every year. Where do these taxes go? They go to lowering the cost of instate tuition \, making it so affordable today. So why shouldn’t the illegal immigrants be eligible for instate tuition when they are helping to lower the price of the tuition?    Another important argument is one that our forefathers set forth to make a better nation. We hold these truths to be self-evident \, that all men are created equal…and hold unalienable rights \, among these are life \, liberty \, and the pursuit of happiness. If we are truly equal \, then illegal immigrants deserve the same rights as we do for instate tuition.    However \, some Americans say that illegal immigrants don’t deserve instate tuition because they are sending money back to their home country and families. But we do not know how much money they are actually sending back \, and besides \, this helps spread the money around. It may even help a foreign country to get out of poverty. This could actually stop more illegal immigrants from coming to America because they would be stable enough from the money that is being sent to them so that they don’t need to look to the land of opportunity for a job.    In conclusion \, illegal immigrants should be eligible for instate tuition so \, like Diego \, they can follow their dreams. If you ever have to take a side on this issue \, I hope you will consider mine.    "
